year	gender	age	education	obs_value
2021	Female	Age (10-year bands): 35-44	Education (Aggregate levels): Basic	478.784
2021	Female	Age (10-year bands): 35-44	Education (Aggregate levels): Intermediate	1497.694
2021	Female	Age (10-year bands): 35-44	Education (Aggregate levels): Advanced	2191.405
2021	Female	Age (10-year bands): 35-44	Education (Aggregate levels): Level not stated	97.008
2021	Female	Age (10-year bands): 45-54	Education (Aggregate levels): Total	4411.159
2021	Female	Age (10-year bands): 45-54	Education (Aggregate levels): Basic	638.114
2021	Female	Age (10-year bands): 45-54	Education (Aggregate levels): Intermediate	1782.145
2021	Female	Age (10-year bands): 45-54	Education (Aggregate levels): Advanced	1893.775
2021	Female	Age (10-year bands): 45-54	Education (Aggregate levels): Level not stated	97.125
2021	Female	Age (10-year bands): 55-64	Education (Aggregate levels): Total	4440.873
2021	Female	Age (10-year bands): 55-64	Education (Aggregate levels): Basic	1140.108
2021	Female	Age (10-year bands): 55-64	Education (Aggregate levels): Intermediate	1936.851
2021	Female	Age (10-year bands): 55-64	Education (Aggregate levels): Advanced	1239.512
2021	Female	Age (10-year bands): 55-64	Education (Aggregate levels): Level not stated	124.402
2021	Female	Age (10-year bands): 65+	Education (Aggregate levels): Total	7680.446
2021	Female	Age (10-year bands): 65+	Education (Aggregate levels): Basic	3257.894
2021	Female	Age (10-year bands): 65+	Education (Aggregate levels): Intermediate	2321.614
2021	Female	Age (10-year bands): 65+	Education (Aggregate levels): Advanced	1301.263
2021	Female	Age (10-year bands): 65+	Education (Aggregate levels): Level not stated	799.675
2021	Total	Age (10-year bands): Total	Education (ISCED-11): Total	54194.991
2021	Total	Age (10-year bands): Total	Education (ISCED-11): 1. Primary education	4223.452
2021	Total	Age (10-year bands): Total	Education (ISCED-11): 2. Lower secondary education	9206.318
2021	Total	Age (10-year bands): Total	Education (ISCED-11): 3. Upper secondary education	21415.698
2021	Total	Age (10-year bands): Total	Education (ISCED-11): 4. Post-secondary non-tertiary education	80.722
2021	Total	Age (10-year bands): Total	Education (ISCED-11): 5. Short-cycle tertiary education	6243.992
2021	Total	Age (10-year bands): Total	Education (ISCED-11): 6. Bachelor's or equivalent level	5223.648
2021	Total	Age (10-year bands): Total	Education (ISCED-11): 7. Master's or equivalent level	5339.123
2021	Total	Age (10-year bands): Total	Education (ISCED-11): 8. Doctoral or equivalent level	416.806
2021	Total	Age (10-year bands): Total	Education (ISCED-11): 9. Not elsewhere classified	2045.234
2021	Total	Age (10-year bands): 15-24	Education (ISCED-11): Total	7387.761
2021	Total	Age (10-year bands): 15-24	Education (ISCED-11): 1. Primary education	66.051
2021	Total	Age (10-year bands): 15-24	Education (ISCED-11): 2. Lower secondary education	2932.524
2021	Total	Age (10-year bands): 15-24	Education (ISCED-11): 3. Upper secondary education	3122.852
2021	Total	Age (10-year bands): 15-24	Education (ISCED-11): 4. Post-secondary non-tertiary education	1.905
2021	Total	Age (10-year bands): 15-24	Education (ISCED-11): 5. Short-cycle tertiary education	467.239
2021	Total	Age (10-year bands): 15-24	Education (ISCED-11): 6. Bachelor's or equivalent level	555.76
2021	Total	Age (10-year bands): 15-24	Education (ISCED-11): 7. Master's or equivalent level	132.681
2021	Total	Age (10-year bands): 15-24	Education (ISCED-11): 9. Not elsewhere classified	108.75
2021	Total	Age (10-year bands): 25-34	Education (ISCED-11): Total	7563.076
2021	Total	Age (10-year bands): 25-34	Education (ISCED-11): 1. Primary education	79.479
2021	Total	Age (10-year bands): 25-34	Education (ISCED-11): 2. Lower secondary education	718.51
2021	Total	Age (10-year bands): 25-34	Education (ISCED-11): 3. Upper secondary education	2816.879
2021	Total	Age (10-year bands): 25-34	Education (ISCED-11): 4. Post-secondary non-tertiary education	13.519
2021	Total	Age (10-year bands): 25-34	Education (ISCED-11): 5. Short-cycle tertiary education	910.748
2021	Total	Age (10-year bands): 25-34	Education (ISCED-11): 6. Bachelor's or equivalent level	1061.651
2021	Total	Age (10-year bands): 25-34	Education (ISCED-11): 7. Master's or equivalent level	1774.603
2021	Total	Age (10-year bands): 25-34	Education (ISCED-11): 8. Doctoral or equivalent level	51.842
2021	Total	Age (10-year bands): 25-34	Education (ISCED-11): 9. Not elsewhere classified	135.844
2021	Total	Age (10-year bands): 35-44	Education (ISCED-11): Total	8294.834
2021	Total	Age (10-year bands): 35-44	Education (ISCED-11): 1. Primary education	154.608
2021	Total	Age (10-year bands): 35-44	Education (ISCED-11): 2. Lower secondary education	854.682
2021	Total	Age (10-year bands): 35-44	Education (ISCED-11): 3. Upper secondary education	3171.454
2021	Total	Age (10-year bands): 35-44	Education (ISCED-11): 4. Post-secondary non-tertiary education	11.954
2021	Total	Age (10-year bands): 35-44	Education (ISCED-11): 5. Short-cycle tertiary education	1444.298
2021	Total	Age (10-year bands): 35-44	Education (ISCED-11): 6. Bachelor's or equivalent level	1028.947
2021	Total	Age (10-year bands): 35-44	Education (ISCED-11): 7. Master's or equivalent level	1362.848
2021	Total	Age (10-year bands): 35-44	Education (ISCED-11): 8. Doctoral or equivalent level	91.805
2021	Total	Age (10-year bands): 35-44	Education (ISCED-11): 9. Not elsewhere classified	174.237
2021	Total	Age (10-year bands): 45-54	Education (ISCED-11): Total	8659.059
2021	Total	Age (10-year bands): 45-54	Education (ISCED-11): 1. Primary education	245.792
2021	Total	Age (10-year bands): 45-54	Education (ISCED-11): 2. Lower secondary education	1068.669
2021	Total	Age (10-year bands): 45-54	Education (ISCED-11): 3. Upper secondary education	3667.886
2021	Total	Age (10-year bands): 45-54	Education (ISCED-11): 4. Post-secondary non-tertiary education	14.311
2021	Total	Age (10-year bands): 45-54	Education (ISCED-11): 5. Short-cycle tertiary education	1395.63
2021	Total	Age (10-year bands): 45-54	Education (ISCED-11): 6. Bachelor's or equivalent level	1126.009
2021	Total	Age (10-year bands): 45-54	Education (ISCED-11): 7. Master's or equivalent level	862.826
2021	Total	Age (10-year bands): 45-54	Education (ISCED-11): 8. Doctoral or equivalent level	93.53
2021	Total	Age (10-year bands): 45-54	Education (ISCED-11): 9. Not elsewhere classified	184.407
2021	Total	Age (10-year bands): 55-64	Education (ISCED-11): Total	8556.881
2021	Total	Age (10-year bands): 55-64	Education (ISCED-11): 1. Primary education	503.279
2021	Total	Age (10-year bands): 55-64	Education (ISCED-11): 2. Lower secondary education	1566.09
2021	Total	Age (10-year bands): 55-64	Education (ISCED-11): 3. Upper secondary education	3956.605
2021	Total	Age (10-year bands): 55-64	Education (ISCED-11): 4. Post-secondary non-tertiary education	14.957
2021	Total	Age (10-year bands): 55-64	Education (ISCED-11): 5. Short-cycle tertiary education	1002.031
2021	Total	Age (10-year bands): 55-64	Education (ISCED-11): 6. Bachelor's or equivalent level	649.792
2021	Total	Age (10-year bands): 55-64	Education (ISCED-11): 7. Master's or equivalent level	574.86
2021	Total	Age (10-year bands): 55-64	Education (ISCED-11): 8. Doctoral or equivalent level	77.844
2021	Total	Age (10-year bands): 55-64	Education (ISCED-11): 9. Not elsewhere classified	211.424
2021	Total	Age (10-year bands): 65+	Education (ISCED-11): Total	13733.38
2021	Total	Age (10-year bands): 65+	Education (ISCED-11): 1. Primary education	3174.243
2021	Total	Age (10-year bands): 65+	Education (ISCED-11): 2. Lower secondary education	2065.844
2021	Total	Age (10-year bands): 65+	Education (ISCED-11): 3. Upper secondary education	4680.022
2021	Total	Age (10-year bands): 65+	Education (ISCED-11): 4. Post-secondary non-tertiary education	24.076
2021	Total	Age (10-year bands): 65+	Education (ISCED-11): 5. Short-cycle tertiary education	1024.046
2021	Total	Age (10-year bands): 65+	Education (ISCED-11): 6. Bachelor's or equivalent level	801.488
2021	Total	Age (10-year bands): 65+	Education (ISCED-11): 7. Master's or equivalent level	631.305
2021	Total	Age (10-year bands): 65+	Education (ISCED-11): 8. Doctoral or equivalent level	101.785
2021	Total	Age (10-year bands): 65+	Education (ISCED-11): 9. Not elsewhere classified	1230.571
2021	Male	Age (10-year bands): Total	Education (ISCED-11): Total	25898.093
2021	Male	Age (10-year bands): Total	Education (ISCED-11): 1. Primary education	1683.151
2021	Male	Age (10-year bands): Total	Education (ISCED-11): 2. Lower secondary education	4450.178
2021	Male	Age (10-year bands): Total	Education (ISCED-11): 3. Upper secondary education	11032.821
2021	Male	Age (10-year bands): Total	Education (ISCED-11): 4. Post-secondary non-tertiary education	32.694
2021	Male	Age (10-year bands): Total	Education (ISCED-11): 5. Short-cycle tertiary education	2730.162
2021	Male	Age (10-year bands): Total	Education (ISCED-11): 6. Bachelor's or equivalent level	2101.963
2021	Male	Age (10-year bands): Total	Education (ISCED-11): 7. Master's or equivalent level	2789.389
2021	Male	Age (10-year bands): Total	Education (ISCED-11): 8. Doctoral or equivalent level	248.126
2021	Male	Age (10-year bands): Total	Education (ISCED-11): 9. Not elsewhere classified	829.609
2021	Male	Age (10-year bands): 15-24	Education (ISCED-11): Total	3757.1
2021	Male	Age (10-year bands): 15-24	Education (ISCED-11): 1. Primary education	43.822
2021	Male	Age (10-year bands): 15-24	Education (ISCED-11): 2. Lower secondary education	1542.775
2021	Male	Age (10-year bands): 15-24	Education (ISCED-11): 3. Upper secondary education	1565.689
2021	Male	Age (10-year bands): 15-24	Education (ISCED-11): 4. Post-secondary non-tertiary education	1.239
2021	Male	Age (10-year bands): 15-24	Education (ISCED-11): 5. Short-cycle tertiary education	254.995
2021	Male	Age (10-year bands): 15-24	Education (ISCED-11): 6. Bachelor's or equivalent level	224.384
2021	Male	Age (10-year bands): 15-24	Education (ISCED-11): 7. Master's or equivalent level	49.965
2021	Male	Age (10-year bands): 15-24	Education (ISCED-11): 9. Not elsewhere classified	74.232
2021	Male	Age (10-year bands): 25-34	Education (ISCED-11): Total	3694.207
2021	Male	Age (10-year bands): 25-34	Education (ISCED-11): 1. Primary education	38.645
2021	Male	Age (10-year bands): 25-34	Education (ISCED-11): 2. Lower secondary education	389.781
2021	Male	Age (10-year bands): 25-34	Education (ISCED-11): 3. Upper secondary education	1487.789
2021	Male	Age (10-year bands): 25-34	Education (ISCED-11): 4. Post-secondary non-tertiary education	7.838
2021	Male	Age (10-year bands): 25-34	Education (ISCED-11): 5. Short-cycle tertiary education	426.799
2021	Male	Age (10-year bands): 25-34	Education (ISCED-11): 6. Bachelor's or equivalent level	419.966
2021	Male	Age (10-year bands): 25-34	Education (ISCED-11): 7. Master's or equivalent level	820.394
2021	Male	Age (10-year bands): 25-34	Education (ISCED-11): 8. Doctoral or equivalent level	30.047
2021	Male	Age (10-year bands): 25-34	Education (ISCED-11): 9. Not elsewhere classified	72.947
2021	Male	Age (10-year bands): 35-44	Education (ISCED-11): Total	4029.943
2021	Male	Age (10-year bands): 35-44	Education (ISCED-11): 1. Primary education	80.313
2021	Male	Age (10-year bands): 35-44	Education (ISCED-11): 2. Lower secondary education	450.193
2021	Male	Age (10-year bands): 35-44	Education (ISCED-11): 3. Upper secondary education	1682.557
2021	Male	Age (10-year bands): 35-44	Education (ISCED-11): 4. Post-secondary non-tertiary education	3.158
2021	Male	Age (10-year bands): 35-44	Education (ISCED-11): 5. Short-cycle tertiary education	613.816
2021	Male	Age (10-year bands): 35-44	Education (ISCED-11): 6. Bachelor's or equivalent level	402.536
2021	Male	Age (10-year bands): 35-44	Education (ISCED-11): 7. Master's or equivalent level	671.227
2021	Male	Age (10-year bands): 35-44	Education (ISCED-11): 8. Doctoral or equivalent level	48.915
2021	Male	Age (10-year bands): 35-44	Education (ISCED-11): 9. Not elsewhere classified	77.229
2021	Male	Age (10-year bands): 45-54	Education (ISCED-11): Total	4247.9
2021	Male	Age (10-year bands): 45-54	Education (ISCED-11): 1. Primary education	122.668
2021	Male	Age (10-year bands): 45-54	Education (ISCED-11): 2. Lower secondary education	553.679
2021	Male	Age (10-year bands): 45-54	Education (ISCED-11): 3. Upper secondary education	1893.739
2021	Male	Age (10-year bands): 45-54	Education (ISCED-11): 4. Post-secondary non-tertiary education	6.312
2021	Male	Age (10-year bands): 45-54	Education (ISCED-11): 5. Short-cycle tertiary education	621.802
2021	Male	Age (10-year bands): 45-54	Education (ISCED-11): 6. Bachelor's or equivalent level	442.758
2021	Male	Age (10-year bands): 45-54	Education (ISCED-11): 7. Master's or equivalent level	465.877
2021	Male	Age (10-year bands): 45-54	Education (ISCED-11): 8. Doctoral or equivalent level	53.782
2021	Male	Age (10-year bands): 45-54	Education (ISCED-11): 9. Not elsewhere classified	87.282
2021	Male	Age (10-year bands): 55-64	Education (ISCED-11): Total	4116.008
2021	Male	Age (10-year bands): 55-64	Education (ISCED-11): 1. Primary education	227.987
2021	Male	Age (10-year bands): 55-64	Education (ISCED-11): 2. Lower secondary education	701.273
2021	Male	Age (10-year bands): 55-64	Education (ISCED-11): 3. Upper secondary education	2030.845
2021	Male	Age (10-year bands): 55-64	Education (ISCED-11): 4. Post-secondary non-tertiary education	3.865
2021	Male	Age (10-year bands): 55-64	Education (ISCED-11): 5. Short-cycle tertiary education	408.59
2021	Male	Age (10-year bands): 55-64	Education (ISCED-11): 6. Bachelor's or equivalent level	267.171
2021	Male	Age (10-year bands): 55-64	Education (ISCED-11): 7. Master's or equivalent level	337.153
2021	Male	Age (10-year bands): 55-64	Education (ISCED-11): 8. Doctoral or equivalent level	52.103
2021	Male	Age (10-year bands): 55-64	Education (ISCED-11): 9. Not elsewhere classified	87.022
2021	Male	Age (10-year bands): 65+	Education (ISCED-11): Total	6052.934
2021	Male	Age (10-year bands): 65+	Education (ISCED-11): 1. Primary education	1169.716
2021	Male	Age (10-year bands): 65+	Education (ISCED-11): 2. Lower secondary education	812.476
2021	Male	Age (10-year bands): 65+	Education (ISCED-11): 3. Upper secondary education	2372.202
2021	Male	Age (10-year bands): 65+	Education (ISCED-11): 4. Post-secondary non-tertiary education	10.282
2021	Male	Age (10-year bands): 65+	Education (ISCED-11): 5. Short-cycle tertiary education	404.16
2021	Male	Age (10-year bands): 65+	Education (ISCED-11): 6. Bachelor's or equivalent level	345.148
2021	Male	Age (10-year bands): 65+	Education (ISCED-11): 7. Master's or equivalent level	444.774
2021	Male	Age (10-year bands): 65+	Education (ISCED-11): 8. Doctoral or equivalent level	63.279
2021	Male	Age (10-year bands): 65+	Education (ISCED-11): 9. Not elsewhere classified	430.896
2021	Female	Age (10-year bands): Total	Education (ISCED-11): Total	28296.898
2021	Female	Age (10-year bands): Total	Education (ISCED-11): 1. Primary education	2540.3
2021	Female	Age (10-year bands): Total	Education (ISCED-11): 2. Lower secondary education	4756.141
2021	Female	Age (10-year bands): Total	Education (ISCED-11): 3. Upper secondary education	10382.876
2021	Female	Age (10-year bands): Total	Education (ISCED-11): 4. Post-secondary non-tertiary education	48.028
2021	Female	Age (10-year bands): Total	Education (ISCED-11): 5. Short-cycle tertiary education	3513.83
